final_theme,initial_code,occurrences,hierarchy_path
"Perceived Quality, Value, and Advocacy",Returned defective garment,1,"Returned defective garment -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Returned due to flaws,1,"Returned due to flaws -> Construction, Quality, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Returning due to quality mismatch,1,"Returning due to quality mismatch -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Ribbed opaque material,1,"Ribbed opaque material -> Material, quality, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Ruffles visibly misaligned,1,"Ruffles visibly misaligned -> Construction and garment quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Sale sought for purchase,1,"Sale sought for purchase -> Purchase satisfaction and advocacy -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Scarcity prompted purchase,1,"Scarcity prompted purchase -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Seam details add bulk,1,"Seam details add bulk -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Seasonal storage,1,"Seasonal storage -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Shoulder distressing risks holes,1,"Shoulder distressing risks holes -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Silky fabric,1,"Silky fabric -> Material, quality, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Sleeves prone to pilling,1,"Sleeves prone to pilling -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Soft luxurious fabric,1,"Soft luxurious fabric -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Soft stretchy denim,1,"Soft stretchy denim -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Soft, thin, slightly translucent fabric",1,"Soft, thin, slightly translucent fabric -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Sticky gold embellishments,1,"Sticky gold embellishments -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Strong positive purchase experience,1,"Strong positive purchase experience -> Purchase satisfaction, loyalty, and shopping experience -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Strong post-purchase satisfaction,1,"Strong post-purchase satisfaction -> Satisfaction and purchase outcomes -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Strong product satisfaction,1,"Strong product satisfaction -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Strong repeat-wear satisfaction,1,"Strong repeat-wear satisfaction -> Purchase Satisfaction, Loyalty, and Value -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Structured shape retention,1,"Structured shape retention -> Construction, Quality, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Sturdy linen-like fabric,1,"Sturdy linen-like fabric -> Fabric, construction, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Stylist-validated purchase,1,"Stylist-validated purchase -> Purchase satisfaction, trust, and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Substantial fully lined construction,1,"Substantial fully lined construction -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Temporary dye odor,1,"Temporary dye odor -> Construction quality, durability, and care concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Thick, comfortable, high-quality garment",1,"Thick, comfortable, high-quality garment -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Thick, quality fabric",1,"Thick, quality fabric -> Construction Quality and Material Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Thin fabric quality,1,"Thin fabric quality -> Quality, construction, and condition -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Thin material lacks warmth,1,"Thin material lacks warmth -> Material, quality, and durability -> Quality, Construction, Durability, and Value -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Thin, cheap-feeling material",1,"Thin, cheap-feeling material -> Quality, durability, and construction concerns -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy","Thin, poor-quality fabric",1,"Thin, poor-quality fabric -> Quality, Construction, and Durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Thinner than expected,1,"Thinner than expected -> Material quality, construction, and durability -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Top snags easily,1,"Top snags easily -> Construction, maintenance, and product quality -> Construction, Quality, Durability, and Care -> Quality, Construction, Durability, Care, and Value -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
"Perceived Quality, Value, and Advocacy",Trust in reviews and brand,1,"Trust in reviews and brand -> Purchase satisfaction, trust, and loyalty -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Satisfaction, Loyalty, Advocacy, and Social Validation -> Quality, Value, and Customer Advocacy -> Perceived Quality, Value, and Advocacy"
